quan_cu,phuong_xa,duong_pho,ngo,dien_tich_thuc_te_m,dien_tich_tren_so_m,so_tang,hinh_so_o_thua_at,hien_trang_nha,ket_cau_nha,noi_that,co_thang_may_khong,so_phong_ngu,so_phong_ve_sinh,o_rong_mat_tien_tren_so_m,o_rong_mat_tien_thuc_te_m,chieu_sau_m,o_rong_uong_truoc_nha_m,co_via_he_neu_co_thi_ien_so_met,khoang_cach_ra_uong_o_to,khoang_cach_ra_uong_o_to_tranh,khoang_cach_ra_mat_pho,o_rong_uong_nho_nhat_khi_i_vao_nha,vi_tri_so_may_theo_quy_inh_nha_nuoc,ngo_thong_hay_ngo_cut,nha_nam_cuoi_ngo_cut,nha_may_mat_thoang,o_rong_mat_thoang_ben_canh_neu_co_thi_ien_so_met,o_rong_mat_thoang_ang_sau_nha_neu_co_thi_ien_so_met,khu_vuc_thuan_e_o_khong_kinh_doanh_buon_ban,khu_vuc_doanh_doanh_sam_uat,khu_vuc_kinh_doanh_nho,khu_vuc_kinh_doanh_van_phong,nha_ang_cho_thue,dong_tien_ang_cho_thue_bao_nhieu_1_nam,gan_truong_hoc_mam_non,gan_truong_hoc_cap_1,gan_truong_hoc_cap_2,gan_truong_hoc_cap_3,gan_truong_ai_hoc,gan_cong_vien,gan_benh_vien,gan_cho,gan_trung_tam_thuong_mai_khu_o_thi,khu_dan_tri_thap,khu_dan_tri_cao,gan_bai_o_xe_o_to,ha_tang_xay_dung_xung_quanh,cot_ien_truoc_nha,tram_ien_bien_ap_truoc_nha,cay_truoc_to_truoc_nha,nha_khuat_mat_tien,canh_nha_tang_le,mo_nghia_trang,nam_duoi_chan_cau_hoac_uong_ien_cao_the,nha_nam_trong_quy_hoach,at_dinh_tranh_chap_di_chuc_chua_ro_rang,at_khong_so,loai_at_neu_khac_thi_ien_bao_nhieu_at_o_bao_nhieu_at_nong_nghiep_at_trong_cay_lau_nam,gia_tri_tuong_lai,ngay_gia_chao_cuoi,gia_chot,gia_hien_tai
hoài đức,an khánh,nam yên lũng,,35,32,5,vuông,xây < 5 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,4,4,8,2,0,25,250,25,2,3,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,0,không,0,1,1,1,1,1,1,0,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,25/07/2025,5650000000,5650000000
hoài đức,an khánh,nam yên lũng,,40,37,5,vuông,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,3.4,3.4,11,2.5,0,30,30,250,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,0,không,0,1,1,1,1,1,1,0,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,sổ chung,100% đất thổ cư,không có,24/03/2025,4685000000,4685000000
hoài đức,an khánh,nam yên lũng,,32,32,3,vuông,xây 5–10 năm,nhà tường chịu lực,nội thất cơ bản,0,2,2,3,3,10,2.5,0,40,40,240,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,0,không,0,1,1,1,1,1,1,0,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,30/06/2025,3500000000,3500000000
hoài đức,an khánh,nam yên lũng,,41,41,4,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,4,4,3.3,3.3,13,2.5,0,40,40,200,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,0,không,0,1,1,1,1,1,1,0,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,7/8/2025,5700000000,5700000000
hoài đức,an khánh,quán chảy,,34,34,4,méo mó,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,3,4,4,4,8.6,3,0,10,100,10,3,3,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,0,không,0,1,1,1,1,1,1,1,1,0,1,0,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,22/01/2025,2100000000,2100000000
hoài đức,an khánh,la tinh,,32,32,5,nở hậu,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,4,3.14,3.2,10,3.5,0,40,900,40,3.5,2,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,23/06/2025,4310000000,"4,310,000,000"
hoài đức,an khánh,la tinh,,31,31,5,thóp hậu  20 - 50% so với mặt tiền,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,4,3.8,3.8,9,2.5,0,20,950,20,2.5,3,0,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,22/03/2025,2900000000,2900000000
hoài đức,an khánh,tự lập,,39.5,39.5,4,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,4,2,3.6,3.6,11,2.5,0,15,200,200,2.5,3,0,0,lô góc 2 mặt thoáng,11,0,0,1,1,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,nằm trong quy hoạch treo không khả thi,0,có sổ,100% đất thổ cư,không có,11/6/2025,4150000000,4150000000
hoài đức,an khánh,ngự câu 2,,66,66,4,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,4,4,4.73,4.7,15,2,0,10,300,10,2,3,0,1,lô góc 2 mặt thoáng,15,0,0,0,1,0,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,7/8/2025,6800000000,6800000000
hoài đức,sơn đồng,vân canh,,35,35,3,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,2,4,3,3,12,4,0,200,200,200,4,2,1,0,lô góc 2 mặt thoáng,12,0,0,0,1,0,không,0,1,1,1,1,1,0,0,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,nằm trong quy hoạch treo không khả thi,0,có sổ,100% đất thổ cư,không có,11/5/2025,5670000000,6071086201
hoài đức,sơn đồng,vân canh,,45,45,6,méo mó,xây < 5 năm,nhà tường chịu lực,"nội thất giá trị cao, tiền tỷ",1,3,5,3.83,3.9,12,3.5,0,400,450,450,3.5,2,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,không,0,1,1,1,1,1,0,0,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,9/5/2025,7650000000,8191148049
hoài đức,sơn đồng,vân canh,,38,38,1,méo mó,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,3.6,3.6,11,3,0,150,250,250,3,3,1,0,lô góc 2 mặt thoáng,8.64,0,1,0,0,0,không,0,1,1,1,1,1,0,0,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,14/04/2025,4000000000,3846331868
hoài đức,sơn đồng,kim hoàng,,30.1,30.1,4,nở hậu,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,4,4,4,8,3.5,0,5,70,70,3.5,2,0,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,không,0,1,1,1,1,1,0,0,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,29/05/2025,4380000000,4380000000
hoài đức,sơn đồng,422b,,39,39,4,nở hậu,xây 5–10 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,4,3,3,3,12,2.5,0,100,180,180,2.5,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,0,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,10/5/2025,5660000000,5660000000
đống đa,cát linh,an trạch,an trạch,31,23,5,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,4,4,4,5,2.5,0,80,100,100,2,3,1,0,lô góc 3 mặt thoáng,0,3.5,0,0,0,0,không,0,0,1,1,1,0,1,1,1,0,0,1,100–300m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,nằm trong quy hoạch treo không khả thi,0,có sổ,100% đất thổ cư,không có,1/4/2025,5320000000,4851179320
đống đa,cát linh,cát linh,,25,21,3,vuông,xây > 15 năm,,chỉ có nội thất liền tường,0,2,1,3,3,7,2,0,50,50,50,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,1,1,1,0,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,nằm trong quy hoạch treo không khả thi,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,3350000000,2885423066
đống đa,cát linh,an trạch,,51,47.3,4,nở hậu,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,4,3,4.8,3,15,1.5,0,50,50,50,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,0,0,0,0,0,0,1,1,0,0,1,100–300m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,< 50%,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,9100000000,8298069889
đống đa,nam đồng,hồ đắc di,,59,59,4,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,3,3.5,3.5,18,5,1,1,1,100,5,1,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,1,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,15000000000,19123877700
đống đa,khâm thiên,khâm thiên,,23,20,4,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,4,4,3.5,3.5,6.3,10,1.5,1,1,1,10,1,1,0,chỉ có 1 mặt tiền,0,0,1,1,1,1,kinh doanh,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,10200000000,10062363239
đống đa,khâm thiên,khâm thiên,ngõ cổng trắng,64.4,64.4,4,vuông,nhà cũ mới sửa lại đẹp (chỉ tích chọn nếu chủ sửa lại đẹp long lanh),nhà khung cột,nội thất cơ bản,0,5,3,3.1,3.1,14,7,0,50,50,50,2,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",to,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,8700000000,8582603939
đống đa,khâm thiên,khâm thiên,cổng trắng,125,125,3,méo mó,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,3,2,3.7,3.7,22,2,0,150,150,150,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh ít nhà cao tầng,nhỏ,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,1/4/2025,13500000000,13317833699
đống đa,khâm thiên,khâm thiên,cổng trắng,26,21,6,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,4,4,3,3,7,2,0,20,20,20,2,2,1,0,chỉ có 1 mặt tiền,0,0,1,1,1,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6860000000,6767432531
đống đa,khâm thiên,khâm thiên,cổng trắng,20,9.5,5,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,3,3,3.7,3.7,2.6,2.5,0,100,100,100,2.5,3,1,0,lô góc 3 mặt thoáng,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,1,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,không có,1/4/2025,3350000000,3304795770
đống đa,khâm thiên,khâm thiên,chợ khâm thiên,24,25,4,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,2,3,3,3,7.8,2.5,0,100,100,100,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,0,1,1,1,1,1,1,1,1,0,1,dưới 100m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4750000000,4685904450
đống đa,khâm thiên,khâm thiên,ngõ chợ khâm thiên,30,28,4,vuông,xây < 5 năm,,nội thất cơ bản,0,3,3,2.8,2.8,10,2.5,0,50,100,100,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,0,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5300000000,5228482859
đống đa,khâm thiên,khâm thiên,chợ khâm thiên,26,26,1,vuông,xây 10–15 năm,,nội thất cơ bản,0,3,2,3,3,9,3,0,100,100,100,3,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,không có,1/4/2025,4380000000,4320897156
đống đa,khương thượng,chùa bộc,,22,19.3,5,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,4,4.2,4.2,4.5,2.5,0,70,70,70,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4700000000,4252243982
đống đa,quang trung,đặng tiến đông,,37.6,37.6,5,nở hậu,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,3,3,2,2,6.7,2,0,20,20,20,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,8500000000,9292444962
đống đa,ô chợ dừa,đặng văn ngữ,,73,72.3,1,nở hậu,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,0,0,6.2,6.2,11.8,2.5,0,50,70,70,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,không có,1/4/2025,14300000000,11792312704
đống đa,kim liên,đông tác,,47,47,8,méo mó,xây < 5 năm,nhà khung cột,nội thất cơ bản,1,13,13,4.6,4.6,11,2.5,0,60,60,60,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,phòng trọ,500000000,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,8400000000,10722018073
đống đa,phương mai,đông tác,,30,24,6,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,3,4,4,6,2.5,0,50,50,50,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6350000000,8105335091
đống đa,phương mai,đông tác,,33,33,4,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,5,3,3.5,3.5,10,2.5,0,50,50,50,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,4100000000,5233365964
đống đa,khâm thiên,khâm thiên,,30,30,4,méo mó,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,5,3,3.5,3.5,6.5,3,0,30,30,30,2.5,2,1,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,6770000000,6678646973
đống đa,khâm thiên,khâm thiên,hồ bãi cát,23,23,4,vuông,xây 5–10 năm,,chỉ có nội thất liền tường,0,2,2,3.5,3.5,0.76,1,0,50,50,50,50,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,nằm trong quy hoạch treo không khả thi,0,có sổ,100% đất thổ cư,không có,1/4/2025,4160000000,4103865792
đống đa,khâm thiên,khâm thiên,đại đồng,70,70,7,méo mó,xây < 5 năm,nhà khung cột,nội thất cơ bản,1,17,17,1.7,1.7,12,2,0,50,50,50,2,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,phòng trọ,1100000000,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,15150000000,14945568928
đống đa,khâm thiên,khâm thiên,,28,26,5,thóp hậu,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,4,3.9,3.9,7.2,2,0,20,20,20,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,6100000000,6017687819
đống đa,khâm thiên,khâm thiên,,65,61.1,3,nở hậu,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,5,3,3.2,3.2,11.7,6,2.5,0,0,0,0,1,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,1,kết hợp văn phòng + kinh doanh,400000000,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,23300000000,22985594458
đống đa,khâm thiên,khâm thiên,,12.2,12.2,4,vuông,xây > 15 năm,,nội thất cơ bản,0,2,2,5,5,2.3,2.5,0,10,10,10,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,2740000000,2703026988
đống đa,khâm thiên,khâm thiên,chợ khâm thiên,28,26,5,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,4,3.5,3.5,8.5,2,0,50,50,150,2,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,5270000000,5198887673
đống đa,khâm thiên,khâm thiên,chợ khâm thiên,18,14,4,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,2,2,3.2,3.2,5,1.5,0,150,150,250,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,1,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,không có,1/4/2025,2610000000,2574781182
đống đa,khâm thiên,khâm thiên,chợ khâm thiên,22,17,4,thóp hậu,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,2,2,3,3,5.3,2.5,0,60,60,200,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,xung quanh ít nhà cao tầng,nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4300000000,4241976660
đống đa,khâm thiên,khâm thiên,chợ khâm thiên,20,18,3,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,2,3,4.3,4.3,4.3,2.5,0,100,100,100,2.5,3,1,0,lô góc 2 mặt thoáng,2.5,0,0,0,1,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,4600000000,4537928520
đống đa,khâm thiên,khâm thiên,chợ khâm thiên,15,15,4,méo mó,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,3,4,6.5,6.5,2.5,2,0,150,150,300,1.5,4,0,1,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3550000000,3502097010
đống đa,khâm thiên,khâm thiên,chợ khâm thiên,67,64,8,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,1,18,18,4.3,4.3,15,2.5,0,50,50,200,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,phòng trọ,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,15300000000,15093544858
đống đa,khâm thiên,khâm thiên,lệnh cư,20,15.8,4,méo mó,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,3,2.4,2.4,5.5,1.5,0,50,50,50,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,3900000000,3847374180
đống đa,kim liên,liên hoa,,10,8,5,vuông,xây 5–10 năm,,nội thất cơ bản,0,2,1,2.4,2.4,3.3,2.5,0,10,50,50,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,không sổ,100% đất thổ cư,không có,1/4/2025,1800000000,1800000000
đống đa,kim liên,lương định của,,15,14,2,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,1,1,3,3,5,3,0,30,30,30,3,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,phòng trọ,84000000,1,1,1,1,1,1,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,nằm trong quy hoạch treo không khả thi,0,không sổ,100% đất thổ cư,không có,1/4/2025,1650000000,1742442209
đống đa,thịnh quang,láng,,101,101,8,nở hậu,xây < 5 năm,nhà khung cột,nội thất cơ bản,1,24,24,4.4,4.4,19,2,0,50,50,50,1.5,3,1,0,"thoáng trước, sau",0,6.2,1,0,0,0,phòng trọ,1500000000,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,32500000000,34354982545
đống đa,láng hạ,láng,,59,59,4,méo mó,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,4,3,1.3,1.3,12.4,1,0,100,100,100,1,4,1,0,chỉ có 1 mặt tiền,0,0,0,0,0,0,không,0,1,1,1,1,1,1,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,< 50%,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,7400000000,7822365256
đống đa,láng thượng,láng,,30.5,30.5,7,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,1,4,6,4.2,4.2,7.5,3,0,60,60,70,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,0,0,0,0,1,0,1,1,0,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/4/2025,8550000000,9038003100
đống đa,thịnh quang,láng,,35,35,5,nở hậu,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,4,3.3,3.3,12,2,0,100,100,100,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,1,0,0,không,0,0,0,1,1,1,0,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,không có,1/4/2025,7235000000,7647947653
đống đa,láng thượng,láng,,45,44.5,6,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,9,5,4,4,11,4,0,1,1,30,4,1,1,0,"thoáng trước, sau",0,4,0,0,1,0,kinh doanh,0,0,0,1,1,1,0,1,1,0,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,1/4/2025,17000000000,17970298562
